university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,1235614939094639872,frnciscaconc,3120,315,197,Sun Oct 26 02:08:15 +0000 2008
usantamaria,4113870607219978,l4jseaz,320,989,228,Sun Jan 17 20:41:29 +0000 2010
pucv_cl,5302301000345816,Tereskgefi,24,65,22,Sun Aug 18 23:40:56 +0000 2013
pucv_cl,1214767503323931136,Fam_uUR78,1550,190,81,Sat Feb 25 01:39:21 +0000 2012
pucv_cl,1191537580946281216,klavLCrwllhlm,2709,3641,1977,Wed Aug 05 09:21:40 +0000 2009
pucv_cl,1190298313023495680,arUUo6rieer,9217,3299,1082,Sat Sep 26 23:52:51 +0000 2009
pucv_cl,11753398320140392,TeAuSosValpo,2,42,7,Mon Apr 14 18:31:42 +0000 2014
pucv_cl,704008060304558080,alOvicho,270,218,15,Sat Dec 12 03:50:58 +0000 2009
pucv_cl,3756290434203345,beKI00259T4,1,175,16,Wed Mar 27 03:27:18 +0000 2013
pucv_cl,1435420136606016,RZcsuzcanHee,8979,723,639,Mon Nov 25 01:17:01 +0000 2013
pucv_cl,1184016218406214656,csatZuZfa9,3,31,9,Fri Jun 10 20:52:28 +0000 2011
pucv_cl,1128641895578441472,5caAtaalwEej,34403,893,685,Fri Dec 12 13:24:18 +0000 2014
uvalpochile,12394904209238548,daDilaoC08,220,195,47,Wed Jul 14 03:44:15 +0000 2010
pucv_cl,9250959984421366,t7contt,1707,378,412,Fri Nov 28 00:34:42 +0000 2014
pucv_cl,1646894267797649,qAcvedT,31,74,7,Wed May 29 03:57:04 +0000 2013
pucv_cl,858282336288383488,DusanMaiz,362,385,270,Mon Jan 22 19:39:49 +0000 2018
pucv_cl,1256730499715361280,xtbonimmoz_,574,197,30,Fri Dec 28 16:17:56 +0000 2018
udeconcepcion,5973560006976778,Namen912,2,4,0,Wed Dec 11 15:33:54 +0000 2019
pucv_cl,3013096475392461,ARi39876O8,3210,1981,546,Wed Jan 23 14:59:17 +0000 2013
ubbchile,4951163970767571,_TBMUamita3_,649,445,207,Mon Aug 10 03:59:18 +0000 2009
pucv_cl,1253353005580711936,Cc2cSe1pdteZ,3045,1353,749,Fri Aug 12 17:44:33 +0000 2011
pucv_cl,724930374256794,rroca5,2,12,3,Wed Dec 28 23:46:54 +0000 2011
pucv_cl,1361295374561476,mhc99492278,0,122,1,Tue Mar 19 00:15:34 +0000 2019
uchile,2959026679816082,kampewpa,16881,1768,343,Mon Aug 16 17:33:03 +0000 2010
uchile,3006099199324388,dHnvefLgaepm,50,800,17,Wed Apr 06 17:25:54 +0000 2011
pucv_cl,3178737734593975,m_63kit6elsen,0,10,3,Tue Aug 05 14:47:45 +0000 2014
usach,1384395297856342,keEv_c0frnma,118,122,17,Thu Feb 09 06:53:52 +0000 2012
pucv_cl,930803378913423616,xpediNoniYt,814,2364,335,Fri Jul 20 01:40:45 +0000 2012
pucv_cl,11622810952057326,iZOadeUaVaz,124,2277,157,Fri Mar 28 08:33:55 +0000 2014
pucv_cl,11856781684141056,mtOAlndrb93,1775,367,64,Fri Feb 10 01:23:38 +0000 2012
pucv_cl,8573637176474625,hrnanI,27608,1534,918,Fri Sep 24 18:08:56 +0000 2010
ucatolica_chile,730399812545052032,jadrifera20M0,41,242,32,Sat Oct 31 12:35:39 +0000 2015
udeconcepcion,1181610542008099328,Qri8braora,5,119,5,Sat May 16 14:15:39 +0000 2020
userena,1185311900105379072,5dicN,360,206,29,Sun Feb 28 20:38:56 +0000 2010
ucatolica_chile,9571856694143996,xn4v9e1TNroEi,303,348,294,Tue Oct 22 01:43:51 +0000 2019
usach,1008773189380429440,uaxKK91o5,1,83,4,Fri Apr 20 01:55:11 +0000 2012
ubbchile,699160159541756160,favo_ucatolica,292944,897,32000,Sun May 03 16:48:45 +0000 2009
udeconcepcion,1198560410129229312,Godorlatef,7,268,23,Tue Apr 21 23:18:12 +0000 2020
pucv_cl,9635417912313592,mousOaychAgie,1031,105,60,Fri Nov 08 18:48:54 +0000 2013
pucv_cl,12338396232178316,c3esGrRve,310,521,344,Wed May 20 18:23:44 +0000 2015
udeconcepcion,2853551728695800,Catatellkm,54,121,5,Sat Feb 09 00:13:53 +0000 2013
ubbchile,6818351768324279,Francis7f286074,3,57,3,Wed Feb 14 16:15:53 +0000 2018
pucv_cl,2785076728915424,jotape_tr,110,507,271,Sun May 16 18:30:56 +0000 2010
ucscconcepcion,6546215038145141,ac5fichaf,19332,1109,600,Thu Mar 08 18:51:54 +0000 2018
usantamaria,10066854945779152,rx7oco_chicno,4,36,2,Sat Sep 01 00:06:28 +0000 2012
ucscconcepcion,7277968413667955,6oic,115,1398,152,Fri May 14 20:41:34 +0000 2010
pucv_cl,1260081650455698432,taic13,15,46,12,Wed Mar 05 03:09:57 +0000 2014
pucv_cl,5374727457035720,fJcMrardo97,1039,1593,202,Mon Jan 07 21:13:32 +0000 2019
uchile,5885473941557162,tqki6F5361o47,20,40,1,Wed May 06 00:00:24 +0000 2020
usach,973451418773183744,jean_Lajrdo,6134,642,386,Wed Apr 11 14:25:11 +0000 2018
userena,8669836802501200,o_rtRjonRq,6469,490,92,Wed Jan 22 17:08:56 +0000 2014
pucv_cl,8484879583277280,GDnRGarcC,880,1854,484,Mon Sep 02 19:19:12 +0000 2013
udeconcepcion,1133400038691209,fncoaguayo,13164,4711,3666,Sun May 30 22:59:34 +0000 2010
pucv_cl,1135200961202355584,PlacdspMeriT,399,2818,332,Wed May 11 01:02:31 +0000 2011
usantamaria,1139110875428707328,PnuEDECIBA,1680,627,3141,Wed Jun 05 18:29:10 +0000 2013
udeconcepcion,12375289377750210,ayeslB1D29,605,98,11,Wed Feb 18 19:02:49 +0000 2015
UFrontera,9087415271102578,feria_o7ne,3790,5001,745,Mon May 15 00:32:25 +0000 2017
userena,796878012967334272,Bray8anDeyvisP,9,27,4,Mon Apr 22 12:30:24 +0000 2019
pucv_cl,1156705767883197696,crojathuerta,1527,1752,463,Thu Apr 21 20:01:55 +0000 2011
usach,4899518311072286,IVerito4x4,12497,644,258,Fri Jan 23 14:48:38 +0000 2015
usantamaria,9625840077230642,BCOPOE,46,118,83,Sun Dec 07 01:12:36 +0000 2014
pucv_cl,12154439699442010,AtiguaPr8,3,86,41,Fri Apr 10 00:14:21 +0000 2020
pucv_cl,779606182015642624,3ORzOApDRBU,6,115,3,Mon Feb 25 14:07:31 +0000 2019
pucv_cl,4507554892684751,w0eeJROieaMa,0,30,12,Mon Nov 10 02:36:52 +0000 2014
ucatolica_chile,1199503133710776064,Fu0RWon,1133,465,40,Fri Nov 08 13:50:09 +0000 2019
UFrontera,1175821788772212992,alecrueno,803,1208,168,Wed Dec 26 06:51:28 +0000 2012
pucv_cl,1059309802391878016,JtMves206,2,53,11,Sun Sep 15 01:30:58 +0000 2013
pucv_cl,12210906359238986,zvf_bNJr,1555,211,46,Wed Dec 22 04:20:17 +0000 2010
pucv_cl,9648685333440492,magdalee,362,139,72,Wed Jul 01 22:45:44 +0000 2009
pucv_cl,1246861692533596672,Die7o70Kf,1240,483,119,Mon Jun 29 04:16:08 +0000 2009
UFrontera,6446766998835237,NJnsveozz,5026,3373,871,Mon Mar 01 04:51:27 +0000 2010
uvalpochile,1197016566957624576,carere_luist,3,71,3,Sat Dec 19 10:42:13 +0000 2015
usach,9465436033160642,jpcibduzqgalUde,25,140,9,Fri Feb 01 04:06:37 +0000 2019
pucv_cl,2355775003032922,jhi071uc,1,41,8,Wed Apr 09 04:48:55 +0000 2014
usach,1258441745361151488,r8svourHn,35989,3140,2627,Fri Dec 10 21:43:05 +0000 2010
pucv_cl,10242707818025364,Jatiriof_1020,11,732,36,Thu Feb 07 15:07:30 +0000 2013
udeconcepcion,1258238434772283136,RBifoSaah7ncj,2,6,1,Fri Apr 03 00:27:18 +0000 2020
pucv_cl,2874433839751880,a4mabOalpos,22,48,11,Thu Mar 05 22:52:49 +0000 2009
pucv_cl,2681044970995618,VeUE_rg,3018,253,148,Tue Sep 15 03:20:23 +0000 2009
usach,4763293920422794,_dOl0rel4tv0,1506,511,146,Mon Nov 16 02:34:46 +0000 2015
UFrontera,405760831251065,DamxnAndrQa,15460,676,946,Sat Oct 09 06:30:18 +0000 2010
udeconcepcion,1198195696675397888,bk2a600I204h2h,0,48,4,Wed Apr 08 02:27:14 +0000 2020
pucv_cl,3658862891958679,leidycNketa,38,591,36,Mon Mar 17 01:14:32 +0000 2014
uvalpochile,5497958257445382,IMigueOl__l,1957,347,106,Tue Apr 06 03:22:09 +0000 2010
pucv_cl,7407672597735042,antCniord25,37,102,19,Mon Jul 02 03:56:11 +0000 2012
pucv_cl,1035744772918413312,Suprvicin01,10,228,22,Mon May 23 16:35:03 +0000 2011
pucv_cl,6875524239613637,_zkdsetadl1o8,851,578,28,Wed Sep 23 23:15:28 +0000 2009
pucv_cl,7894090959439535,Gu5oipwl,22477,253263,257764,Tue May 03 11:44:36 +0000 2011
pucv_cl,1151497719215534720,9valeriuska,859,1090,352,Fri Apr 17 03:21:54 +0000 2009
pucv_cl,11488877664397418,CIE_BCEI,9527,1917,6522,Mon Sep 27 19:52:10 +0000 2010
pucv_cl,1260502539903628032,Mal1mqZoTft,204,380,151,Fri Aug 05 04:25:11 +0000 2011
pucv_cl,2661501560717288,gpriLetar8j_s,159,477,78,Sun Jul 11 02:44:01 +0000 2010
pucv_cl,1166731185772078,SebajnFuentes,783,255,154,Wed Jan 20 00:20:08 +0000 2010
uchile,7872084306404324,diovepaltaT,1,63,9,Wed May 20 22:55:45 +0000 2020
pucv_cl,10464864222508040,Cucd,1,131,4,Thu Jan 07 02:17:18 +0000 2010
uvalpochile,8948552594060626,fPiisiuRdo2,3048,328,95,Fri Jun 27 00:24:47 +0000 2014
userena,2540122645118540,Lliys,5386,563,189,Wed Jul 14 00:00:19 +0000 2010
ucatolica_chile,11433786108470384,akmgDaPy,2,242,19,Fri May 25 17:13:21 +0000 2012
usach,12408380363892540,8cl7iCos78v,12438,2398,1004,Tue Apr 24 19:47:28 +0000 2018
pucv_cl,1193972576936424704,vcnte_maira,52,79,41,Mon Jul 29 14:10:51 +0000 2019
pucv_cl,4764863040390378,DIUTFSB,279,764,515,Mon Aug 02 20:16:23 +0000 2010
udeconcepcion,3322522605343254,ByleGaPfvreQ1,216,111,7,Fri Apr 27 18:25:22 +0000 2018
ucatolica_chile,2661672119495845,ResilienceACad,11517,886,733,Fri Nov 24 10:03:53 +0000 2017
userena,1612560896085364,aWclva4foz_az,55,567,136,Sat Aug 06 22:10:47 +0000 2011
pucv_cl,4463963515890158,dFa_udp6,474,988,424,Fri Jul 08 23:57:06 +0000 2016
UFrontera,1257779204412244224,qkherohdrigoy1,10415,596,197,Mon Dec 12 16:34:01 +0000 2011
pucv_cl,1091525659266669440,R6ioRivade1,2,55,7,Thu Oct 17 17:38:32 +0000 2019
pucv_cl,1395691435335942,ale_abguilera_m,2348,1100,259,Wed Jun 15 05:29:41 +0000 2011
pucv_cl,1107313863237278720,ProfeCbyRamo,97,93,2,Tue Apr 07 12:59:12 +0000 2020
UFrontera,715529955489361408,EolebE2kxGN6,31,42,0,Mon Nov 04 15:09:45 +0000 2019
usach,1105222090479486976,basterina,78,102,18,Tue May 26 03:19:54 +0000 2020
pucv_cl,845879477470580992,Lector_Chhle,7,515,23,Sat Feb 04 21:51:46 +0000 2012
pucv_cl,5892287325248330,7arwOsQuintu,1,110,6,Thu Apr 03 03:25:03 +0000 2014
pucv_cl,1168116184262592000,AqLIRNCS,5605,342,98,Mon Mar 01 01:30:05 +0000 2010
pucv_cl,1061868932680071296,ri5JaAdsme,1858,251,196,Sat Aug 29 17:31:15 +0000 2009
ucscconcepcion,9383188967628126,hryLJ4Zr,16,71,12,Fri Mar 12 12:58:51 +0000 2010
pucv_cl,2881506237958710,Siseledrncia,1393,431,237,Mon Mar 15 22:11:15 +0000 2010
usach,11863435657082360,CrisAlvaHuilp,405,1167,314,Thu Feb 20 10:30:58 +0000 2020
pucv_cl,1021210058663918,Rhinamndla,7,30,7,Mon Oct 21 21:48:28 +0000 2019
pucv_cl,617542964229085,PeroIX_akiX_7,12,314,20,Thu Aug 13 01:45:43 +0000 2015
pucv_cl,1537478843897844,wiibrb,81,3491,941,Mon Aug 03 13:56:06 +0000 2015
pucv_cl,783778988982971264,Tacuao2L,2765,1856,431,Wed Jan 04 07:00:04 +0000 2012
usantamaria,1247495709808935168,DviyovanoVic,116,317,132,Sun Jul 04 23:16:57 +0000 2010
pucv_cl,9771934574048024,iabital,14831,722,538,Sat Jul 03 20:52:52 +0000 2010
usantamaria,2598873082491880,AngeubOrbelagua,6962,2013,618,Tue Jun 22 03:47:56 +0000 2010
pucv_cl,8251995551420722,els8Wb,13,38,0,Fri Nov 21 01:57:10 +0000 2014
pucv_cl,7283698881524631,Vzzeloochenta,15,165,27,Sun Jan 10 14:16:05 +0000 2016
UFrontera,12366630112020438,lny2z,64101,86,107,Wed Jul 20 21:36:27 +0000 2011
pucv_cl,3842898785462310,l50iW_41,2404,708,175,Mon Nov 21 23:54:58 +0000 2011
pucv_cl,5577774831497630,fcagarcL,95,147,71,Sun Jan 31 02:57:31 +0000 2010
pucv_cl,910286478562108288,ptyeikp,1799,265,52,Fri Feb 26 04:53:15 +0000 2010
pucv_cl,4898289980475897,4ciaspc,16,298,107,Wed Apr 19 16:40:28 +0000 2017
pucv_cl,5741603250998485,PsiQnitaDanEn,8,46,12,Wed Apr 02 01:27:48 +0000 2014
userena,10605766904197578,EuieaiosCP,0,56,25,Tue Feb 04 19:03:35 +0000 2020
UFrontera,1261123267881657856,caj4r5oo4ho,913,689,128,Fri May 24 13:57:35 +0000 2013
pucv_cl,3076251595631531,aig_hu5P8_,6478,354,49,Mon Feb 13 14:20:19 +0000 2012
ubbchile,1263087340964790528,AbzsaadXde0,478,574,285,Sat Jul 09 20:33:32 +0000 2011
usantamaria,1227851265427836160,Hctr419_279,0,145,8,Wed Dec 18 16:49:00 +0000 2019
pucv_cl,1245821053437531648,Oocial_JfCBons,377,498,218,Tue Apr 10 20:11:33 +0000 2018
uchile,5391917290389963,ismaeucQ1aes1D,1154,562,158,Sat Jul 05 04:06:26 +0000 2014
pucv_cl,1895780009726514,MaceAalosV,239,122,60,Sun Sep 04 22:42:00 +0000 2011
pucv_cl,4013407114946330,vicentantunez,2062,991,416,Sat Mar 12 04:07:22 +0000 2011
pucv_cl,9916029045652278,eenERk2e0,3,144,35,Tue Mar 01 03:18:27 +0000 2016
pucv_cl,11308798542536120,fZnaClql11,17,481,47,Sat Aug 06 02:59:25 +0000 2011
pucv_cl,7371574043582714,irqpatrox,442,161,93,Wed Dec 30 23:17:40 +0000 2009
pucv_cl,9200776110574090,iMstwzpnto,23642,2520,863,Sun Nov 22 02:46:25 +0000 2009
pucv_cl,4845358100971385,FesincaMmRa,10978,192,127,Sat Aug 20 18:59:38 +0000 2011
pucv_cl,4749853645402878,Sr0TJscOa,3291,2677,627,Wed Jun 30 06:32:34 +0000 2010
pucv_cl,1483789773575139,toleCd_lj,1587,137,115,Sun Dec 30 21:34:22 +0000 2012
pucv_cl,6567836579240153,ranixiVena,172,37,26,Sun Oct 20 12:05:51 +0000 2019
usach,1261369053709454592,losreiweeed,50,170,140,Thu Feb 16 12:47:18 +0000 2012
pucv_cl,1249626287416504064,Daet78984m578,0,1,0,Fri Jun 02 05:12:40 +0000 2017
pucv_cl,11698744491477866,jai4M5ak,3,67,7,Mon Jun 11 01:07:13 +0000 2012
pucv_cl,1179401015594668544,ehWDinSki,3399,211,170,Fri Dec 25 22:13:19 +0000 2009
pucv_cl,12662541943192088,bVlzgaete,2111,397,243,Wed Apr 11 16:44:09 +0000 2012
udeconcepcion,7213257795712691,nicolas2425424,37,76,7,Fri Apr 17 17:18:38 +0000 2020
pucv_cl,1241948174986958848,mymleri,2121,2057,860,Thu May 31 05:54:03 +0000 2012
ucatolica_chile,10591904476185426,StOkes_,0,18,0,Sat Mar 14 23:23:02 +0000 2020
uvalpochile,7837091533340466,NKucoTleiDaM,95,672,93,Wed Aug 27 03:22:36 +0000 2014
UFrontera,11266871240747458,ocgjzzz,1,224,1,Sat May 16 06:21:31 +0000 2020
udeconcepcion,3681451439618923,Agencocund,26,149,23,Sat Apr 04 03:33:15 +0000 2020
pucv_cl,777668961523715840,AZruSorts,762,718,158,Thu May 10 23:34:12 +0000 2018
uchile,1080103761502453888,obetjoosee,11560,617,205,Wed Jan 12 01:09:13 +0000 2011
pucv_cl,1135297864924642,tol4Iead,6065,1739,563,Tue Mar 24 02:48:58 +0000 2009
ubbchile,93873174034454,Machuskin_3n0,290,184,52,Thu Jun 23 02:47:53 +0000 2016
pucv_cl,1114044815604204416,cudacebn,9505,1164,11235,Wed Nov 24 20:28:51 +0000 2010
pucv_cl,2734724699434668,rian_ACL,136,203,46,Sun Feb 10 12:16:23 +0000 2013
pucv_cl,6428973709906136,BvaJn2001793,0,86,0,Sat Oct 19 18:10:52 +0000 2019
pucv_cl,2599481854418240,ZGrgesFgHa,3701,1976,989,Fri Apr 12 22:32:21 +0000 2013
usantamaria,1138636038698531584,nfntO32,18,31,7,Wed Oct 30 05:23:06 +0000 2013
pucv_cl,1225168812305556,lUiaiJH,341,122,37,Wed Oct 19 00:09:38 +0000 2011
UFrontera,7139092054643829,Pctz7ca_RTMF,4,153,17,Thu Mar 12 17:24:13 +0000 2020
UFrontera,714198980383797504,Miev_illcwk,19,40,2,Sat Mar 21 12:21:01 +0000 2020
usach,1247368510840978688,omil09h3,1726,186,69,Thu Jun 13 02:31:17 +0000 2013
pucv_cl,9684082437525066,MpesigeFt,125,215,249,Fri Feb 09 11:14:59 +0000 2018
uvalpochile,914720934880306048,acareavO0a,616,823,318,Sun Mar 07 21:11:37 +0000 2010
pucv_cl,4289798406823283,nahybueD_1p84,1573,1057,274,Thu Apr 30 21:13:48 +0000 2009
userena,3340598728497954,aiTa7M31G8Z6,1,139,3,Tue Mar 24 16:35:47 +0000 2020
userena,1176114860336756736,blackhawkXpmo,40,19,7,Thu Jan 08 21:40:48 +0000 2015
pucv_cl,1186896115866174976,comkRWv,0,1,0,Wed Aug 31 03:19:26 +0000 2011
usantamaria,5587962318793856,SAwenao,51,69,6,Sun Apr 06 02:25:32 +0000 2014
pucv_cl,3801832568095368,iEy5iojAUsheo,13,9,1,Sat May 25 03:47:15 +0000 2013
pucv_cl,9700650916581476,npalZhergr,135,399,11,Wed Apr 06 14:58:36 +0000 2011
pucv_cl,5933347995842002,us_oeno17,182,59,15,Tue Aug 26 00:29:18 +0000 2014
userena,1194412608146640384,Kiimodoy,57,184,23,Tue Apr 30 17:12:11 +0000 2013
pucv_cl,1014247691298920320,dhbuivelb,1,178,8,Mon Jul 20 19:19:15 +0000 2009
usantamaria,4620149237909138,F6iihnni,1,18,3,Fri Feb 28 02:17:16 +0000 2020
pucv_cl,6492200091056923,abrilPrd94,9,56,14,Wed Mar 06 23:30:04 +0000 2013
uchile,6268113118431415,mNan4Du_Nx5tes,238,459,160,Fri May 22 22:58:38 +0000 2020
pucv_cl,6318249815229431,NSec5aemCi,1187,905,419,Wed Jun 24 04:54:01 +0000 2009
userena,4692688538338971,KaeelIfrancisj,0,27,0,Tue Aug 20 01:52:15 +0000 2019
pucv_cl,7554251469698731,elizco,619,1730,350,Wed Dec 04 19:17:50 +0000 2013
pucv_cl,1072286773358612096,KRodbotuc_EIE,7,36,3,Wed Oct 29 13:39:29 +0000 2014
pucv_cl,611622970719567,rodrfoa0V_,6066,585,279,Wed Apr 15 16:14:37 +0000 2009
pucv_cl,2170700915044998,iorLv04R281,7654,4189,623,Thu Aug 09 04:26:01 +0000 2018
pucv_cl,8050830733180345,0eiiaraeoa,109,233,43,Sat May 28 00:03:43 +0000 2011
userena,5557510890184109,ferhm_an,3902,1396,307,Tue Dec 25 00:48:49 +0000 2012
pucv_cl,1135225746990844160,matiasup7Re,3788,926,840,Thu Jan 17 13:19:48 +0000 2013
pucv_cl,1343675640409799,aTtavamepn_,8,359,53,Thu Sep 08 19:06:18 +0000 2011
usantamaria,489281622426439,7urawlRgH,132,98,3,Sun Mar 03 19:11:36 +0000 2019
ucatolica_chile,10465263333288718,dv6BVuMrSGmz,42,106,0,Mon Nov 18 17:17:48 +0000 2019
ubbchile,933309401193104128,AnonypMee,16,467,20,Sun Dec 01 19:02:56 +0000 2019
pucv_cl,814459793662445184,ChriH_Aggilea,619,662,122,Wed Oct 07 14:32:15 +0000 2009
pucv_cl,8997939187556225,Evel0gradaxD,22,51,30,Sat Jan 16 03:48:29 +0000 2010
UFrontera,838683705122126080,C5mii1ueWzraF,302,139,189,Mon Aug 17 20:42:42 +0000 2009
userena,4193069654568786,eitaib,105,200,29,Wed Apr 04 01:39:45 +0000 2012
pucv_cl,834971680749053,raya_gaticaN,2133,3573,1147,Tue Apr 30 17:13:28 +0000 2013
pucv_cl,1184514806774752000,fI_loAU_ohaek_,349,308,222,Wed Nov 28 22:52:36 +0000 2012
ucatolica_chile,5674704878874449,6M43_Cu3nt35,221,47,5,Tue Mar 20 11:12:28 +0000 2018
pucv_cl,1203108805203260928,twn7eRerj,2948,664,197,Sun Jun 19 16:37:52 +0000 2011
pucv_cl,11631152247394890,BZana6Poaa,3485,730,279,Sun Nov 29 16:13:48 +0000 2015
pucv_cl,11646517353619608,CW58s_QuwCid,182,163,33,Tue Feb 04 22:07:07 +0000 2014
UFrontera,1207174437544045056,conystnQa,20,91,18,Sat Mar 13 21:56:39 +0000 2010
pucv_cl,1475696255931572,BERmafngGrd,40,117,16,Fri Feb 17 20:11:10 +0000 2012
usantamaria,12108519854825662,m8jfunix,21,28,8,Thu Sep 03 03:10:58 +0000 2009
usach,95974277830307,ot9ealinoyUp,4551,1044,408,Thu May 02 01:28:17 +0000 2013
pucv_cl,6509697176267168,VckTania,254,335,129,Wed Dec 08 15:54:14 +0000 2010
pucv_cl,5951392835662096,JulWc8ejvjs2,1599,2144,1499,Thu Apr 19 17:59:56 +0000 2012
userena,9190138470742154,G3R__AD,174497,847,2529,Sat Oct 08 20:31:10 +0000 2011
ucatolica_chile,2888142877475330,NUnjidosy,3,114,12,Thu Mar 12 03:31:23 +0000 2020
pucv_cl,1036711359743367936,NIA_kLaCrqz,396,1127,707,Wed Jun 24 14:37:59 +0000 2015
pucv_cl,3880689440515940,RamSNignacio89,859,1398,382,Sat Feb 26 00:45:44 +0000 2011
pucv_cl,9578916588076490,SYraEtoDm1,238,147,24,Sat Sep 25 00:05:32 +0000 2010
pucv_cl,9092055759574670,PantayMarCL,163,500,237,Sun Feb 03 16:20:28 +0000 2019
pucv_cl,11466143723104080,odgolawYB,519,435,162,Sat Sep 03 23:52:22 +0000 2011
pucv_cl,3116333174540058,Rodrio_4ct,142,329,85,Sun Jun 12 01:27:41 +0000 2011
usantamaria,791899217951843328,ni3ccia,7,24,2,Fri May 11 16:11:32 +0000 2018
usach,1547604646215854,JatvMaselY,555,502,20,Wed Mar 18 01:53:48 +0000 2020
pucv_cl,1213593677039030,denm0eclWoo,26,9,7,Wed Jul 10 01:32:34 +0000 2019
UFrontera,4767253352411850,PsymTeBhCchile,113,166,33,Mon Oct 29 21:56:36 +0000 2018
ubbchile,2946808159282584,valenfpu,923,615,98,Thu Aug 11 00:59:41 +0000 2016
userena,1247365982694344960,lavnerulav_c,2,81,367,Mon May 27 03:17:00 +0000 2019
pucv_cl,1128819345005924224,Ihch6oot6,1898,581,156,Tue Sep 08 17:35:33 +0000 2009
uvalpochile,730627780258597504,8mo3rrin49b,78,66,21,Sun Dec 13 02:40:21 +0000 2009
UFrontera,7971301158300220,KGiGshMUcrIbito,28,210,35,Thu Mar 24 16:20:54 +0000 2016
pucv_cl,769846748939866880,mercedeDs25973,0,92,15,Mon Dec 12 07:37:41 +0000 2016
ucatolica_chile,422066033650118,caQl3r0omom,965,437,189,Thu May 23 15:20:10 +0000 2013
ucatolica_chile,732299578273631104,9EBaginsk2,4,78,5,Thu Sep 05 15:03:03 +0000 2019
uchile,12590164647713590,rird52566n,0,13,1,Thu May 28 19:29:05 +0000 2020
pucv_cl,12425420408727864,Mauai1734231,72,3317,408,Sun Apr 21 03:32:01 +0000 2019
pucv_cl,5684669877577259,Too_ManHumans,65,72,47,Sun Sep 09 16:08:33 +0000 2012
pucv_cl,6866999296480381,tebrwni3,5807,1048,576,Fri May 08 01:58:13 +0000 2009
usantamaria,160825809355967,LH18643,216,133,25,Sat Oct 19 13:09:42 +0000 2019
pucv_cl,10268605250227100,_Uugo20058806,2,132,1,Sat Mar 14 17:51:07 +0000 2020
usach,2132565816262379,sSYNo,34878,1107,718,Sat Jul 18 19:12:12 +0000 2009
pucv_cl,12234173089108428,Cale2lXaCsta,821,1242,481,Fri Apr 12 17:27:01 +0000 2013
pucv_cl,3857391393751452,zesolos,3435,1226,631,Thu Sep 03 16:56:47 +0000 2009
userena,1107558432018332288,kOSrnOerMsil,512,350,157,Fri Jun 11 23:56:12 +0000 2010
pucv_cl,1015381032532722688,lantatpxmn,0,40,0,Sun May 11 05:46:47 +0000 2014
userena,1086589115789937664,Ju52eLisird,713,221,28,Sat Feb 19 04:51:40 +0000 2011
pucv_cl,12300716883289628,mal5prof_,4525,416,261,Thu Jul 12 03:40:04 +0000 2012
ucatolica_chile,939446947161164288,6awc6KrM9ass,5,63,0,Fri Oct 25 01:22:57 +0000 2019
usach,5865763503076150,jalvaezK0,1664,2614,333,Tue Apr 17 02:31:17 +0000 2012
uvalpochile,1196631346695714304,bvarg,101,291,11,Sat Apr 11 05:33:08 +0000 2020
uchile,9998776196936624,sEsait_cp,85,438,20,Mon Feb 08 23:01:14 +0000 2010
pucv_cl,1238417025637492736,mwmurgS,488,680,190,Wed Aug 25 14:15:10 +0000 2010
pucv_cl,10754392283007988,iiamDUoa,1461,280,105,Fri May 23 01:19:05 +0000 2014
udeconcepcion,7304697221807641,patrioPtaconce,23,85,10,Sun May 17 04:50:00 +0000 2020
pucv_cl,1259122428481054464,saRidr6fura,370,561,327,Tue Apr 14 02:26:10 +0000 2009
UFrontera,262311270511344,ristelcC,2,46,0,Wed Mar 25 03:28:21 +0000 2020
uvalpochile,769400663788370688,Feli6eN8a2arrt,0,14,0,Wed Feb 05 03:36:45 +0000 2020
pucv_cl,9362368530670116,ahy_EM,3091,783,1103,Wed Aug 11 23:29:03 +0000 2010
pucv_cl,3466038946819114,G9bior,228,203,34,Fri Sep 02 23:50:21 +0000 2011
usantamaria,11265768892024768,Dgregorbo1444,79,555,29,Thu Jul 13 21:12:21 +0000 2017
uvalpochile,1265995902445065728,monseEvzen,5945,151,100,Thu Feb 14 01:19:47 +0000 2019
ubbchile,7612636472740404,4onca69C7W92i,16,54,3,Sun Jan 05 01:45:30 +0000 2020
pucv_cl,6927166546963265,Vwua1GokD6z,5510,665,192,Wed Sep 05 20:33:13 +0000 2018
pucv_cl,5026984497214999,JonoshSVoj,663,1325,175,Mon Feb 28 16:21:51 +0000 2011
usantamaria,1106855767576712064,mlxja9adela,891,350,30,Thu Jul 09 00:05:30 +0000 2009
pucv_cl,11469320046684294,tlwWp,1878,817,146,Thu Mar 18 15:15:19 +0000 2010
pucv_cl,3384539028796819,jcMotRUhznTov,3327,4411,436,Thu Mar 14 19:00:54 +0000 2013
pucv_cl,8843143186085461,_pivn1ac,2430,279,114,Sat Mar 27 03:55:02 +0000 2010
pucv_cl,10546299538257948,fAOr0anQodg,663,1856,394,Sun May 29 22:50:39 +0000 2016
ucatolica_chile,5984006804965445,T9he_4JaaSj,6,121,15,Sun Feb 17 14:02:48 +0000 2013
pucv_cl,1105223737604740864,9tb11P9E1,34,1478,424,Fri Jul 08 15:45:17 +0000 2011
uchile,1338357323452905,RayvenMorro,327,86,551,Fri Feb 17 22:12:40 +0000 2012
