university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
udeconcepcion,6004363437290442,xRodzantillsZfa,385,1036,354,Fri Jun 29 00:15:31 +0000 2012
pucv_cl,1263261420914845440,Fc0oChamorrB,2098,464,265,Fri Jan 21 16:34:14 +0000 2011
pucv_cl,4286144277730457,AlexanraVliz,478,649,103,Wed Oct 05 20:05:52 +0000 2011
usantamaria,4006276714472274,criskwee_,91,130,12,Sat Apr 11 03:45:36 +0000 2020
pucv_cl,1134174378200802048,daielbcrrillY,1964,1157,462,Thu Sep 30 21:24:59 +0000 2010
pucv_cl,1171320811885289216,sl9_Aa2,1326,1410,464,Fri Dec 31 00:26:46 +0000 2010
pucv_cl,1192031776915604992,Nlearamo5,2573,1732,467,Thu Aug 20 15:29:37 +0000 2009
uchile,1405785422012382,valeandkag,95,93,6,Thu Nov 14 13:41:38 +0000 2019
pucv_cl,9716882817753336,aroite1Q,61,247,29,Mon Dec 19 20:00:06 +0000 2011
pucv_cl,2915513261434519,exDeonne2905,3306,383,80,Thu Jan 28 01:32:41 +0000 2010
pucv_cl,711647141111864,joiaaa,7322,2034,570,Mon Jan 31 15:48:40 +0000 2011
pucv_cl,1073526595131672960,FemvigpEiv4n,13,166,25,Mon Mar 01 17:45:54 +0000 2010
pucv_cl,1235722428533843200,FcoMidarigaA,497,571,214,Tue Jun 28 20:28:18 +0000 2011
pucv_cl,1169820235631633664,tevaido,6,37,8,Fri May 10 00:06:24 +0000 2013
pucv_cl,899082394126551168,Electronica_AC,9,65,0,Mon Apr 27 17:36:53 +0000 2020
pucv_cl,10701297650654246,JjPLhrGa,13891,1512,985,Sat Mar 06 23:05:01 +0000 2010
UFrontera,11826685227095690,7mrrunh1c,213,260,74,Thu Jun 16 22:45:11 +0000 2016
pucv_cl,3488297825268640,wLePeiS1Blen,22526,597,146,Wed Feb 02 14:44:34 +0000 2011
ucatolica_chile,12619635213075128,LuisJBlcOo,280,1337,115,Thu Feb 13 20:06:37 +0000 2014
ucatolica_chile,11524261861068076,IaXici2660I27,0,6,0,Sat Mar 07 18:44:22 +0000 2020
pucv_cl,9330858584874288,antoferd,11,112,20,Fri Jan 20 03:36:24 +0000 2012
uvalpochile,4962124676498688,iiikEM,5,48,5,Tue Jun 14 03:39:21 +0000 2016
usach,6765302216875909,RoxTron3o,666,1992,271,Sun Aug 02 17:22:53 +0000 2009
pucv_cl,3261596890157538,PQUFV_iniao,2176,1642,1378,Mon Apr 18 19:24:57 +0000 2016
ubbchile,6677921492623808,9lbro24711,24,89,10,Thu Dec 12 01:44:00 +0000 2019
ucatolica_chile,4316434744966376,atuohili,27,213,59,Sun Mar 29 18:30:39 +0000 2020
pucv_cl,5280724504651889,kubisagDrdia,438,153,42,Thu Apr 04 04:45:24 +0000 2013
pucv_cl,1220290277208289024,TJk_r8d86,1427,183,116,Sun Jul 25 07:35:32 +0000 2010
uchile,143495760670696,Anvio776N66,0,16,0,Tue Aug 20 13:37:41 +0000 2019
uvalpochile,6373736316161612,Saro4tMahia,1023,2184,1085,Mon Sep 20 20:44:39 +0000 2010
pucv_cl,4458985399727898,tzhbeOe,326,2005,714,Tue Oct 18 23:59:20 +0000 2011
pucv_cl,1207377515532796928,vA1_choKbefat,3316,1596,394,Wed Aug 11 19:33:13 +0000 2010
pucv_cl,6496936216812720,xwrobpln,9799,250,347,Wed Dec 16 02:56:47 +0000 2009
ucscconcepcion,1047677975296037888,CJi_WdeC,41,323,232,Sat Feb 01 17:03:29 +0000 2020
ucatolica_chile,10402703388882630,IgnacCruzPal1,9,95,9,Wed Oct 23 12:52:19 +0000 2019
pucv_cl,10995608259241294,gQsyvovllao,1233,633,96,Mon Aug 22 17:35:39 +0000 2011
pucv_cl,10168250953426462,nqloXuo,1678,647,130,Mon Feb 01 23:35:34 +0000 2016
pucv_cl,701968823143553664,ACUHDCann2ico,111,58,111,Thu Sep 14 20:49:16 +0000 2017
usantamaria,7945487958631755,g4_us7,12,58,45,Thu Nov 21 13:56:42 +0000 2019
usach,7292625913252437,arlosaoolam,981,325,80,Thu Jan 07 08:54:26 +0000 2016
ubbchile,2657527161168698,Gorndalrrdone,122,109,30,Tue Aug 11 23:15:08 +0000 2009
pucv_cl,3641841418883185,1ranKX1fN,5,34,2,Wed Mar 18 00:32:46 +0000 2020
usantamaria,410910648831605,S4basti5458931,23,56,0,Wed Mar 11 22:16:04 +0000 2020
pucv_cl,867887146927901952,QrY8gijz,5,67,1,Wed Jan 15 15:19:54 +0000 2014
pucv_cl,1238541064544140800,b8StandZtAe2,11,638,66,Thu Jun 13 08:56:59 +0000 2019
pucv_cl,1179479419145197824,F_HaIuriarteb,131,175,51,Sun Jan 17 20:18:37 +0000 2010
pucv_cl,7025192581780436,DaiTlEkhnJ,2,76,4,Fri Jan 15 01:53:41 +0000 2016
pucv_cl,11404058793977670,_jAlmWmofs,4624,149,66,Mon Apr 11 21:36:02 +0000 2011
uchile,5569610959828403,Rodro19D64,0,126,0,Mon Jan 20 03:37:13 +0000 2020
pucv_cl,5396077556310897,NIE_UqPACw,615,326,375,Tue Aug 23 15:31:44 +0000 2011
uvalpochile,1263469741255802880,allci,36,132,15,Thu Aug 04 22:44:08 +0000 2011
UFrontera,1031096810223738,Roberto127702,9997,2899,224,Fri Sep 01 01:29:09 +0000 2017
pucv_cl,9476760043455570,p_CUou,84,49,15,Tue Jan 24 02:04:10 +0000 2017
usantamaria,3440488817380637,alvt071N1d1,307,1439,131,Mon Apr 21 00:38:42 +0000 2014
pucv_cl,7685062603738763,5JlBxunCto,1426,619,130,Thu Dec 09 12:35:11 +0000 2010
pucv_cl,9445638224187188,sCCiFMVs0,3,44,8,Mon Jun 27 19:03:48 +0000 2016
userena,11144713289169616,BenITird,2,125,1,Wed Sep 04 14:18:41 +0000 2019
pucv_cl,4257738740525543,mitee86340880,14,21,1,Fri Nov 01 21:04:19 +0000 2019
ucatolica_chile,4438729171366740,arIatucWln,1947,1917,436,Wed Apr 05 17:45:51 +0000 2017
pucv_cl,1144641727760871168,ci_ALwCL,5262,1163,5492,Sat Apr 13 03:07:19 +0000 2013
ubbchile,1576608453814960,vP_imprsioj,1,10,1,Sat Apr 25 17:04:42 +0000 2020
ubbchile,1210732894754180864,Ed_er_Ulloa_SA,1,73,2,Wed Mar 25 11:31:37 +0000 2020
pucv_cl,8753967306769165,r_ctFyDZako,1238,217,84,Mon May 28 00:42:14 +0000 2012
usantamaria,5790186298018958,JHEnhVtxl0ynz,25,363,50,Thu Aug 11 17:02:10 +0000 2011
pucv_cl,11594029375524556,juVmiMh17_B,167,645,59,Thu Nov 26 21:50:45 +0000 2009
usantamaria,3670733455992012,isitJlxedoc,3,257,17,Mon Feb 27 00:54:45 +0000 2012
pucv_cl,7675765098582843,DoiMOxcillaC,310,738,59,Mon Feb 06 14:48:28 +0000 2017
pucv_cl,1138107156456418560,i6Cpr,162,805,256,Sat Nov 19 03:04:53 +0000 2011
pucv_cl,1055061496492372864,DotapeMezRa,267,274,74,Thu Dec 01 00:47:11 +0000 2011
uchile,703339630991965440,R80lfCdile,285740,5759,94653,Sun Jun 19 19:30:03 +0000 2011
pucv_cl,11260755440982036,CWni_VBZ,119,215,93,Thu Sep 23 23:59:11 +0000 2010
pucv_cl,1242747923450262016,_PaLL_,525,448,168,Mon May 04 17:39:50 +0000 2009
pucv_cl,4285297322921376,JIns6tiOutNp,1925,1195,3362,Tue Jun 17 14:35:58 +0000 2014
pucv_cl,1252247648018170112,ZeFil,24,21,3,Fri Dec 28 22:43:18 +0000 2018
userena,7014019651065281,CazexLa,15,70,9,Wed Aug 28 13:27:36 +0000 2019
pucv_cl,12337870914393886,Oreillyquiz0,27,181,45,Sat Mar 28 02:33:33 +0000 2015
pucv_cl,1190373058863425024,rRO_mnz,26,39,10,Sat Feb 18 00:18:08 +0000 2017
ucscconcepcion,10498034287908096,PaolyCrder,880,5003,585,Thu Jun 24 18:14:11 +0000 2010
uvalpochile,785676673355396608,ie_Grer0c,2383,390,43,Fri Mar 16 05:40:12 +0000 2012
pucv_cl,1195644002814196992,AlJx_Blauber,11490,2113,783,Mon Mar 01 14:06:08 +0000 2010
uchile,11846839111510584,Janozelad11,7048,637,221,Sun Oct 30 16:41:07 +0000 2011
pucv_cl,979645824035354,paudunant,7189,389,729,Fri Jul 03 00:17:43 +0000 2009
pucv_cl,3017464992173270,5_Airpa_9_,1722,251,61,Fri Jan 01 19:21:37 +0000 2010
ucscconcepcion,11859211887881016,FRovcals,820,240,123,Wed Dec 23 12:06:50 +0000 2009
pucv_cl,6647725592773469,CKodnaI4rPvx,156,39,11,Sat Aug 23 15:10:29 +0000 2014
udeconcepcion,1182075754040649216,j0orgrr2v,156,73,21,Mon Mar 28 13:24:45 +0000 2011
pucv_cl,3287437676338123,CarhtXdA8luvnE,4086,473,124,Tue Jun 25 04:35:03 +0000 2013
userena,5426467999367714,FeG1NeR73O3g703,5,289,4,Sun Jan 20 03:38:16 +0000 2019
udeconcepcion,2568207546100477,JarolWtoe1A,40,35,4,Sat Nov 03 19:10:44 +0000 2018
UFrontera,3657145746094962,MBrenmub,2449,402,114,Tue Dec 03 02:26:06 +0000 2013
pucv_cl,2914625741775138,ueciVtadhumo,1387,317,103,Fri Apr 17 12:37:29 +0000 2009
udeconcepcion,4858042811060375,nRoledoalcaino,41,90,89,Wed Jan 13 02:45:39 +0000 2010
usantamaria,1330545018242000,Johdara6ayv,22,26,5,Mon Mar 30 20:04:23 +0000 2020
ucatolica_chile,1566513545412212,DarqxinncMo,9020,1339,548,Fri Jul 10 22:06:28 +0000 2015
pucv_cl,4746960547677513,RoieZDTpWia,2314,928,758,Tue Aug 04 17:54:00 +0000 2009
pucv_cl,5246405349306066,mva_visca,50577,1257,1001,Sun Aug 15 17:15:31 +0000 2010
pucv_cl,6652563128736645,CreaticV,1927,765,668,Fri Oct 30 19:39:34 +0000 2015
pucv_cl,8822066131324731,MariaFoselft_21,6,26,3,Sat Oct 19 19:38:03 +0000 2019
pucv_cl,285557298472652,andrzew6elipe,706,622,156,Sat Mar 12 06:36:14 +0000 2011
userena,1248163363881411584,zxal6LasmS8a,17431,1795,771,Thu Sep 11 22:25:24 +0000 2014
pucv_cl,1134746707394299392,rtuanua,9829,2498,1503,Sat Nov 21 21:28:44 +0000 2009
pucv_cl,6575140131405,2moOna_L,0,41,10,Sat Jun 28 02:59:02 +0000 2014
pucv_cl,741894962529721856,gontIr,1051,975,546,Sat May 02 00:03:44 +0000 2009
pucv_cl,10859427925864010,oUne1USn,39,410,87,Mon Dec 08 03:31:46 +0000 2014
ucscconcepcion,940677923378509440,Oiq2tiaUda,279,236,40,Sun Mar 11 18:34:02 +0000 2012
pucv_cl,1189560199267792896,JMagasicY,36,263,25,Sat Aug 31 16:08:47 +0000 2019
pucv_cl,8303403628014046,JdERuzmane,805,511,307,Wed Apr 03 16:46:56 +0000 2019
ubbchile,10928694945063842,La_2cei,13482,2468,745,Thu Apr 16 15:20:32 +0000 2009
usach,4483014119264779,are_rmalvesL,19,78,21,Mon Mar 01 21:48:02 +0000 2010
UFrontera,5564628486756592,ta_0btez,6,84,4,Fri Jun 08 15:33:36 +0000 2012
userena,4956731484069309,stxWaniUa,6951,1055,363,Wed Oct 23 17:50:32 +0000 2013
ucatolica_chile,9634098869552600,rrEvl9_09,2786,551,215,Tue Jul 12 01:05:28 +0000 2011
userena,1354061041886935,edi_keur6sW,11,274,18,Sun Jul 26 19:47:27 +0000 2015
ubbchile,1089582954612845440,MaScelaAgu2ila7,14,48,4,Tue Jan 24 13:22:35 +0000 2017
pucv_cl,8508170490178068,vacLs_msa21,11,49,4,Sun Oct 28 16:09:15 +0000 2012
pucv_cl,4632306007768851,noeTbiWXerezJh,8503,2847,892,Thu Apr 16 22:17:49 +0000 2009
userena,8196886810069886,wonEeradnher,2291,224,54,Tue Aug 06 01:58:34 +0000 2013
udeconcepcion,747295888737875200,PabloMiees_E,476,368,101,Mon Mar 21 01:36:00 +0000 2011
pucv_cl,8922246636620002,01_Favir,2489,481,55,Thu Dec 02 16:52:24 +0000 2010
pucv_cl,1062794665908956800,InUacapvmth2013,53,248,49,Thu Sep 26 22:52:03 +0000 2013
pucv_cl,174216457319215,atealejandro_z,74,71,20,Sun Apr 03 02:02:03 +0000 2011
pucv_cl,10258862515118866,negrncampoy,6433,2128,439,Sun Jun 03 00:17:38 +0000 2012
pucv_cl,10134467053832492,Ccci_12950,10,20,9,Fri Jun 08 22:49:34 +0000 2012
uvalpochile,7104565458225671,rolin2GVmnP,37,163,37,Mon Dec 02 13:07:17 +0000 2013
pucv_cl,10622177056224270,Ale0han,62551,955,832,Mon Apr 13 20:38:49 +0000 2009
pucv_cl,12025054724524630,hmxeiiii_qaa,144,231,55,Thu May 13 01:13:31 +0000 2010
pucv_cl,12555139495887988,GoL5ibuProws,58,272,25,Fri Mar 17 14:05:23 +0000 2017
pucv_cl,716037567718287744,RHidaDoiil,539,365,390,Mon Aug 22 13:48:42 +0000 2011
pucv_cl,5865883075231788,OTh3omas7,1556,528,162,Thu May 26 04:23:27 +0000 2011
pucv_cl,11895437032902596,cris7tiaeaWPc,37,84,20,Sun Nov 08 19:44:42 +0000 2015
pucv_cl,1203100742004338688,angge_J7Ek6,313,553,76,Mon Oct 03 23:39:54 +0000 2016
pucv_cl,1194548677751732992,Palm6ena,133,79,11,Mon Nov 23 11:23:39 +0000 2015
uvalpochile,1975417235921389,kusaglhamo,24749,1769,665,Tue Sep 15 02:50:34 +0000 2009
pucv_cl,1249815773818144000,UdevotKoe87s,602,425,356,Fri Nov 27 03:37:52 +0000 2009
pucv_cl,7632806081112652,redXbumalioACZA,2394,795,809,Wed Jan 16 20:24:28 +0000 2013
pucv_cl,1197788171121089536,VDuPnrpiYicio,354,412,82,Mon Aug 29 19:55:32 +0000 2011
ucatolica_chile,6251072000559391,AHe6CrdenaZ14,1,28,0,Tue Sep 10 15:28:34 +0000 2019
pucv_cl,1158180741175135,winnasha2A9,39667,2773,3095,Mon Jun 28 17:24:18 +0000 2010
pucv_cl,1245374501756955392,Cef4bol_ma1,282,149,11,Sat Nov 09 19:10:45 +0000 2019
uchile,11098863390534692,oeZwy_51nUs,839,487,57,Tue Oct 06 22:32:32 +0000 2015
pucv_cl,11241826778594824,NutriU_Chile,528,301,46,Tue Jan 19 20:18:40 +0000 2010
pucv_cl,1249818392423052288,fadeGtb,3824,661,219,Mon Oct 03 22:44:36 +0000 2011
pucv_cl,7542672925673270,woua8itoPoRtaa,2336,657,218,Sat Jul 24 19:10:36 +0000 2010
pucv_cl,1166325543432383232,puranpreetkNaur,547,1785,659,Wed May 11 15:19:53 +0000 2011
pucv_cl,4636922183891844,LimamraKyenop,8,331,41,Fri Dec 09 20:08:57 +0000 2016
ucscconcepcion,12287832197022642,SsrW2af4yf,13,22,18,Sun Nov 17 21:48:27 +0000 2013
ucatolica_chile,1113549007244328064,5BlbcJaMaTVp,1,104,4,Tue Apr 14 15:14:26 +0000 2020
pucv_cl,1056078621200560128,zExEgranUjR,853,680,41,Mon Jul 18 19:25:49 +0000 2016
UFrontera,1212236365019954432,MofNteroPZurisa,1,59,4,Fri Jun 15 03:55:33 +0000 2018
userena,7660005326972417,IntHmwMt_dp,602,702,253,Sat Mar 16 18:17:29 +0000 2013
pucv_cl,4388158608849970,PHidricoPetrca,295,408,265,Mon Feb 22 14:58:56 +0000 2016
pucv_cl,904460567452698112,ErreNallesteros,12,48,17,Wed Jan 09 00:26:27 +0000 2013
pucv_cl,7647298202453434,ythrox,1,20,0,Sun Apr 26 16:18:37 +0000 2015
UFrontera,11241643660114770,riTendelglI00,1057,828,115,Sun Jan 01 03:10:58 +0000 2012
UFrontera,1553113340897599,T731f,6,168,7,Fri Jan 25 21:49:31 +0000 2019
uchile,1056806756107980928,pWHEeN1O0fRo,601,191,42,Thu Jul 25 16:02:12 +0000 2019
udeconcepcion,471913954547803,NxiYi77,965,271,75,Wed May 18 19:49:31 +0000 2011
pucv_cl,6759147917040146,aDot1v0G,12,454,63,Thu Jan 12 01:27:45 +0000 2012
uchile,7716478418711158,av7iermolin,0,43,2,Thu May 07 04:15:18 +0000 2020
usantamaria,1193542591385005568,ConYortenea,8,16,3,Mon Jan 06 22:55:51 +0000 2020
uchile,10896704028305394,fhuxTQnhXhLu,1,72,23,Tue Oct 13 22:27:27 +0000 2009
userena,7096292658222751,ZykanG,11408,1290,1044,Tue Nov 24 12:21:01 +0000 2009
UFrontera,6575130223738561,0bardu91,11128,1051,678,Fri Nov 13 13:36:48 +0000 2009
ubbchile,1187492897917837568,k9lR6tx,0,40,11,Thu Nov 14 02:09:40 +0000 2019
pucv_cl,7776639642713170,ardeagajte19,76,96,58,Wed Oct 13 23:49:15 +0000 2010
pucv_cl,11910608695656880,Zalvadavr8oro,13550,452,232,Wed Mar 24 01:22:14 +0000 2010
pucv_cl,8450627949987547,sAebacea,288,197,283,Wed Mar 03 04:00:53 +0000 2010
pucv_cl,995703469379032,WJ5OPabo,321,259,64,Fri Apr 20 21:10:43 +0000 2018
uchile,7632190525219121,conGnzapci,15,42,14,Mon Jan 20 22:39:21 +0000 2020
usach,3413145449671779,MachatAray,11124,1265,299,Fri Apr 09 23:47:58 +0000 2010
uvalpochile,1197750355647374336,piamr5aZbXo,252,146,81,Sat Jul 25 00:58:01 +0000 2009
pucv_cl,1719182565873461,PortenhisZma,1356,211,67,Sun May 08 01:38:50 +0000 2011
uchile,904970634637388672,GaGajard,219,341,58,Mon Mar 05 03:04:59 +0000 2018
pucv_cl,1261519596958543872,RIyhedxittres,16555,3524,9172,Fri Oct 01 15:55:11 +0000 2010
pucv_cl,11315797422539322,dibTgrdillo,140,304,39,Thu Aug 23 03:49:30 +0000 2012
pucv_cl,331429502849740,ioSClTuuHe0,9686,2672,3496,Thu Feb 13 00:09:35 +0000 2014
pucv_cl,8045247123668164,DnF6rncnFrI,28,76,8,Tue Oct 23 12:33:55 +0000 2018
uchile,1181645930264047360,soyazede,1076,198,57,Mon Mar 01 15:22:07 +0000 2010
UFrontera,868093538450163584,peaOh6hJuli_,162,629,77,Sun Sep 29 19:53:30 +0000 2013
userena,10795718227071224,mzBaraos,106,298,40,Thu Jun 05 19:07:41 +0000 2014
ucatolica_chile,5199667682008458,thpereithh,17,190,3,Sun Oct 27 00:28:51 +0000 2019
uchile,1216103496962349312,caxgazllPdros,280,268,142,Sun Apr 19 20:05:40 +0000 2015
pucv_cl,762183861441734016,ptrihoio_JSzl,65860,4047,37346,Tue Oct 27 14:12:57 +0000 2015
ubbchile,878379413107512448,animl3,129,77,13,Fri Mar 20 23:05:51 +0000 2020
pucv_cl,2800244609983830,QtuItZgnau9c,30762,655,206,Sun May 25 21:55:51 +0000 2014
pucv_cl,8927626629527352,lenuita,10,42,15,Fri Dec 04 19:45:14 +0000 2009
UFrontera,1124875262288239872,RitasSYldana,252,447,168,Wed Oct 08 15:45:29 +0000 2014
pucv_cl,1253603251070235648,ulY_muy,34764,909,494,Wed Sep 29 01:27:18 +0000 2010
usach,11242894576702578,PablSorVVnoN,3685,3179,404,Fri Oct 20 15:55:41 +0000 2017
userena,1240677866781358592,A5ejand50X42w82,0,272,13,Sat Dec 21 23:49:13 +0000 2019
ucscconcepcion,7294132868856462,czablamardones,15,419,28,Mon Jun 01 21:27:12 +0000 2015
ubbchile,1186061573839764224,s6erHioRN0000k,23,489,32,Mon Jun 20 01:19:15 +0000 2016
pucv_cl,8105604782887180,DoyeMmt2HDH,1353,803,891,Thu Jul 06 15:15:58 +0000 2017
pucv_cl,10316483260377364,scVceno,775,343,1399,Tue Dec 19 13:11:34 +0000 2017
ucscconcepcion,7108209963213783,qyanz_ram,32,86,3,Thu Jan 26 15:33:35 +0000 2017
ucatolica_chile,1056057892490325632,pJeaxc,1440,4179,1822,Wed Sep 15 17:57:09 +0000 2010
usantamaria,1138765042189089920,alfanmova,3,387,16,Thu Mar 03 03:48:51 +0000 2011
udeconcepcion,1210489576588667,PHMfg33,0,20,0,Wed Feb 24 21:43:34 +0000 2016
pucv_cl,3627373708227064,6DRHN,20,920,243,Fri Mar 02 17:08:45 +0000 2012
pucv_cl,1230478657489940480,kodigotobosm,4692,852,264,Wed Oct 21 01:39:57 +0000 2009
pucv_cl,924703733098731648,alop77270,46303,4998,630,Tue Aug 06 19:34:32 +0000 2013
pucv_cl,1083199914317655680,cgrg_m2tinez,19,198,0,Sat Jun 04 14:06:42 +0000 2016
userena,5424563571492546,Hosrac1,11,89,56,Tue Sep 22 11:04:51 +0000 2015
uchile,6158050878404333,aaz_igr,897,655,275,Sat Jun 25 21:38:39 +0000 2016
pucv_cl,9312199732382134,tqhoac,10852,750,1954,Mon May 24 17:30:24 +0000 2010
udeconcepcion,200473919382441,cOzairnag98_,60,95,12,Tue Jan 19 01:41:34 +0000 2016
uchile,5728079461552889,loreocQopaoHg,50,499,70,Thu Oct 06 14:52:21 +0000 2011
pucv_cl,5411448429045705,uryefR,322,874,192,Wed May 18 14:37:01 +0000 2011
udeconcepcion,1248464066346997504,AndrqK8TTV,74,227,8,Fri Feb 28 00:52:45 +0000 2020
uchile,1264323419155642880,Fd2lieXO60I,22,301,48,Sun May 17 20:34:47 +0000 2020
uchile,6507617377077509,muratmiHda,14,151,11,Sat Feb 22 06:44:07 +0000 2020
udeconcepcion,2816405188534225,odgo912,49,133,17,Wed Aug 29 03:32:57 +0000 2018
pucv_cl,3632974902359520,Estr847j4,0,6,0,Fri Nov 22 01:51:53 +0000 2019
pucv_cl,877479151897903232,PaoSat,6865,2647,1104,Wed Mar 10 23:57:13 +0000 2010
pucv_cl,5003344432355905,Mav9hZiCe,3351,710,3238,Tue Apr 26 16:48:05 +0000 2011
pucv_cl,4936570165371147,ADupr6ia,19102,5212,5186,Fri Jun 06 02:55:59 +0000 2014
pucv_cl,973393091850681856,J3QPeMpuelPUbx,3528,1851,1468,Tue May 14 02:45:21 +0000 2013
pucv_cl,8514361184733656,_OUaviieraKS1,42,40,34,Tue Jan 12 01:06:42 +0000 2010
pucv_cl,341275330274858,nQar_anjo,45,126,12,Tue Nov 05 02:09:58 +0000 2019
pucv_cl,938637988572766208,purZanc_icga,8582,2283,683,Fri May 22 23:48:59 +0000 2009
pucv_cl,12214901154740416,gioraT3Kcado,42,78,20,Wed Oct 05 19:25:30 +0000 2011
ucatolica_chile,1126576342680051328,evfns_lianK_,221,1261,3067,Mon Nov 18 02:39:37 +0000 2019
pucv_cl,1136907511289071872,YStCOgiZx3aJ,1,632,133,Fri Nov 18 03:02:29 +0000 2011
pucv_cl,210109086895196,pehalEhavin,238,399,197,Tue Aug 08 15:12:06 +0000 2017
usach,6738727834022947,elperritolaiVko,47,45,4,Tue Oct 29 00:09:46 +0000 2019
pucv_cl,1181387241398086656,mRWisen05,318,731,129,Fri Sep 21 23:45:11 +0000 2012
pucv_cl,1226555473067492608,emvmk0catt,3,123,21,Thu Feb 12 16:23:09 +0000 2015
pucv_cl,845954318585683456,rocukZaK,179,203,46,Mon Jul 09 22:17:57 +0000 2012
pucv_cl,6846910200152797,patromIlinav,91964,1638,2321,Sun Jun 17 06:24:17 +0000 2018
ucscconcepcion,6888836513940980,MoborSuz9,425,342,58,Fri Sep 18 12:04:33 +0000 2015
pucv_cl,5040221030395287,arsepn8ico123,265,398,27,Sun Feb 12 20:56:11 +0000 2017
pucv_cl,1258585205490824192,Leyvi,309,632,106,Sun Jul 30 03:04:14 +0000 2017
ucscconcepcion,1219888403031900928,MiguvlPonceNg1,311,112,28,Mon Aug 12 12:59:07 +0000 2019
pucv_cl,7698216441223742,yVfaILCouti,175,1396,221,Tue Dec 07 19:20:22 +0000 2010
usach,826617297055537,MaryGe_4A3,313,413,62,Sat Apr 16 23:35:54 +0000 2016
pucv_cl,1092112586444981504,obertwo11c,13575,824,350,Fri Sep 23 04:14:10 +0000 2011
pucv_cl,1177267701643651072,esga9C7mn76,279,1563,239,Mon Nov 15 02:57:55 +0000 2010
pucv_cl,1191550902759845632,PSefePabloJaKd,155,300,135,Thu Mar 26 00:23:05 +0000 2009
ubbchile,983720507300292,9dzh27A,10,150,5,Sun Oct 20 18:08:20 +0000 2019
ubbchile,12269367882178844,Tep4bA6aRdo,263,309,37,Sun Sep 22 18:01:42 +0000 2019
pucv_cl,11080365426653002,vibertariosVMBP,10,54,34,Mon Jan 13 03:49:18 +0000 2014
pucv_cl,8614704896197595,Bahkimiros0R,28,177,50,Tue Jan 15 12:16:08 +0000 2013
uvalpochile,7858834108236023,cJoQuAr1,1,10,2,Thu Jan 16 15:19:04 +0000 2020
uvalpochile,820006978683320448,Gonza9o240140,0,14,0,Sun Apr 12 02:49:49 +0000 2020
pucv_cl,1159300828343970816,estOdiomerc_tp,3,391,99,Sat Aug 11 00:43:14 +0000 2012
uvalpochile,3837625478605954,Jcelyn68377746,0,84,3,Wed Oct 21 00:54:22 +0000 2015
usach,744855598721986432,lextnean,202,64,35,Fri Jan 07 01:05:18 +0000 2011
usach,2763313972699042,rEyssAe1_,129,34,2,Sat Dec 22 02:28:30 +0000 2018
pucv_cl,3559224279264143,eralqdZnuUn,8,45,17,Thu Aug 18 23:30:49 +0000 2011
ubbchile,1127793975898966528,eoGopeAba,4,130,0,Thu May 09 03:05:56 +0000 2019
pucv_cl,7840766522147886,BaqhaYoZdr7R,19,303,60,Wed Dec 28 20:01:17 +0000 2011
udeconcepcion,2390521255123554,Mkrisl4L1h61F,46,136,8,Sun Sep 03 00:56:54 +0000 2017
uvalpochile,7120268938688671,amnofundacion,1849,1173,1216,Wed Jan 04 13:45:45 +0000 2012
uvalpochile,1257355869061771264,kiara027H8s8r,3,26,0,Thu Nov 07 15:55:44 +0000 2019
ucscconcepcion,1195289513463345152,terittEv,51,55,9,Fri May 19 22:57:34 +0000 2017
pucv_cl,11555999594895716,Emajar8a,265,235,48,Wed Sep 09 13:48:17 +0000 2009
pucv_cl,1227852466147105536,y8HZGunerdd,3858,1748,1118,Sat Jun 30 23:29:34 +0000 2012
pucv_cl,11914539026172582,Sepv,36,218,18,Wed May 20 03:22:14 +0000 2015
userena,1826044878082457,Jafivii_lfro,114,135,6,Fri Apr 19 15:48:45 +0000 2019
usach,3284264888156411,radosu,7922,969,365,Tue Apr 17 12:45:07 +0000 2012
UFrontera,2897382760836460,BeaNnNttkr,0,7,0,Fri Apr 17 21:34:06 +0000 2020
pucv_cl,3690804534997480,sTiEom_1orxc9,305,155,71,Tue Jun 08 22:17:13 +0000 2010
ubbchile,5583330224594781,nOMc4x133938,13,65,16,Tue Apr 21 18:57:29 +0000 2020
pucv_cl,528050784287044,jarufe,30778,3890,4758,Tue Aug 25 01:56:00 +0000 2009
pucv_cl,9601367764511516,choraYiia,371,108,38,Wed Feb 22 02:03:51 +0000 2012
udeconcepcion,12496718202888194,F8binLc5anaosq,66,271,32,Fri May 01 04:35:29 +0000 2020
pucv_cl,12257982234708364,Rj4CL6,5227,2105,3749,Fri Jan 08 13:44:54 +0000 2010
ubbchile,1931761884304332,cgdFHoYsque,170,212,43,Fri Jun 10 14:59:45 +0000 2016
pucv_cl,756059150290309888,EfzNesl4Jo,490,787,261,Sun Jan 13 23:01:40 +0000 2013
ubbchile,9789728895557102,ppnchiDin98,379,154,18,Sun Oct 20 23:38:30 +0000 2019
uvalpochile,5858899685071949,sJeanJo,121,42,12,Mon Mar 26 05:48:32 +0000 2012
pucv_cl,11396473420465600,xpcompvttAKiag,129,1849,626,Sat Dec 03 00:45:24 +0000 2011
uchile,1224686078987156480,p0lazoRZna,141,124,69,Sun Apr 01 23:47:08 +0000 2012
pucv_cl,4081604034975970,hroliPnaEsaoO,6,215,50,Wed Jun 27 23:03:47 +0000 2012
