idx,count
2494,2
2495,3
2496,0
2497,1
2498,0
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,0
2509,0
2510,1
2511,3
2512,0
2513,0
2514,1
2515,1
2516,0
2517,3
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,1
2529,1
2530,0
2531,0
2532,2
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,2
2540,1
2541,1
2542,0
2543,0
2544,2
2545,0
2546,1
2547,1
2548,0
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,2
2560,0
2561,0
2562,0
2563,1
2564,0
2565,2
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,2
2575,0
2576,1
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,0
2593,1
2594,0
2595,0
2596,0
2597,1
2598,1
2599,0
2600,0
2601,1
2602,0
2603,0
2604,0
2605,1
2606,0
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,1
2616,1
2617,2
2618,1
2619,1
2620,0
2621,2
2622,2
2623,0
2624,0
2625,0
2626,1
2627,0
2628,0
2629,1
2630,1
2631,0
2632,0
2633,0
2634,0
2635,1
2636,2
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,1
2653,0
2654,0
2655,0
2656,1
2657,0
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,0
2665,2
2666,2
2667,2
2668,0
2669,1
2670,0
2671,0
2672,1
2673,1
2674,0
2675,0
2676,0
2677,0
2678,0
2679,1
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,0
2688,0
2689,1
2690,0
2691,0
2692,1
2693,3
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,0
2707,0
2708,2
2709,0
2710,0
2711,1
2712,0
2713,0
2714,1
2715,0
2716,2
2717,1
2718,1
2719,1
2720,0
2721,1
2722,0
2723,0
2724,2
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,0
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,0
2739,0
2740,1
2741,0
2742,2
2743,0
2744,0
2745,0
2746,1
2747,0
2748,1
2749,0
2750,1
2751,0
2752,0
2753,0
2754,1
2755,0
2756,1
2757,0
2758,1
2759,1
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,2
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,1
2775,2
2776,1
2777,2
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,0
2799,0
2800,2
2801,1
2802,0
2803,0
2804,0
2805,2
2806,1
2807,0
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,2
2830,0
2831,0
2832,0
2833,0
2834,0
2835,1
2836,1
2837,0
2838,3
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,0
2853,0
2854,0
2855,0
2856,1
2857,0
2858,1
2859,0
2860,1
2861,0
2862,2
2863,2
2864,1
2865,0
2866,2
2867,0
2868,2
2869,0
2870,0
2871,0
2872,0
2873,1
2874,0
2875,0
2876,1
2877,0
2878,1
2879,0
2880,0
2881,0
2882,1
2883,0
2884,0
2885,0
2886,2
2887,1
2888,0
2889,0
2890,0
2891,2
2892,1
2893,1
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,1
2906,1
2907,1
2908,1
2909,1
2910,0
2911,0
2912,2
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,0
2936,1
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,1
2952,0
2953,0
2954,1
2955,0
2956,0
2957,0
2958,1
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,1
2966,0
2967,0
2968,1
2969,1
2970,1
2971,0
2972,1
2973,0
2974,2
2975,0
2976,0
2977,0
2978,1
2979,1
2980,1
2981,0
2982,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
