mapa,1,5,10,15,20
hashing_abierto,0.441103,2.225797,4.713248,7.393994,10.373329
hashing_cerrado_lineal,0.243983,1.211892,2.272180,3.510588,4.802616
hashing_cerrado_cuadratico,0.334590,1.593372,3.237253,4.815050,6.502054
hashing_cerrado_doble,0.241644,1.299120,2.534298,3.963552,4.996829
stl,0.165526,0.886325,1.798114,2.779166,3.748817
