mapa,1,5,10,15,20
hashing_abierto,0.460487,2.506055,4.997312,7.804824,10.563856
hashing_cerrado_lineal,0.444168,2.146624,4.182609,6.266688,8.389377
hashing_cerrado_cuadratico,0.475831,2.144344,4.208583,6.474052,8.544172
stl,0.392376,1.968238,4.077123,6.302986,8.039996
