mapa,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,19908
hashing_abierto,0.035790,0.118349,0.102499,0.332018,0.258968,0.124553,0.128767,0.117618,0.317433,0.485959,0.260046,0.177494,0.468888,0.145365,0.094093,0.164224,0.102440,0.150435,0.115432,0.121549
hashing_cerrado_lineal,0.017090,0.120587,0.133549,0.063128,0.112959,0.049017,0.108148,0.188861,0.219719,0.040313,0.076914,0.055378,0.053050,0.042444,0.161864,0.070525,0.090901,0.116880,0.052315,0.087745
hashing_cerrado_cuadratico,0.042171,0.107228,0.054626,0.106879,0.036447,0.091141,0.187741,0.149512,0.065699,0.066149,0.055109,0.096939,0.036143,0.058212,0.114434,0.118080,0.076804,0.387134,0.264876,0.252766
hashing_cerrado_doble,0.038859,0.141973,0.146123,0.132761,0.120625,0.222841,0.208900,0.092091,0.103876,0.070518,0.131246,0.167512,0.368833,0.410341,0.357608,0.484952,0.421350,0.309056,0.213013,0.255051
std::unordered_map,0.023987,0.238590,0.137808,0.433102,0.313151,0.443476,0.270341,0.281252,0.208543,0.280220,0.716101,0.722379,0.492954,0.275112,0.275024,0.299867,0.227715,0.295266,0.279695,0.287628
