mapa,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,19908
hashing_abierto,0.039316,0.049632,0.068070,0.121035,0.134169,0.105558,0.133629,0.164141,0.155244,0.173505,0.165887,0.180755,0.235248,0.272666,0.288110,0.303713,0.520961,0.292915,0.294971,0.310978
hashing_cerrado_lineal,0.041130,0.045293,0.045516,0.063330,0.105232,0.077732,0.132060,0.100923,0.114851,0.147574,0.137655,0.162487,0.153900,0.179521,0.186899,0.215953,0.237032,0.218926,0.283693,0.234747
hashing_cerrado_cuadratico,0.039113,0.043255,0.050090,0.062473,0.110551,0.084122,0.099265,0.110459,0.131399,0.125559,0.151758,0.151301,0.166559,0.198458,0.211688,0.207905,0.250808,0.235374,0.229341,0.225760
hashing_cerrado_doble,0.039578,0.042066,0.056692,0.118541,0.101811,0.083448,0.088253,0.092791,0.122988,0.148097,0.136233,0.180205,0.167067,0.237383,0.191860,0.188394,0.241201,0.202228,0.269566,0.282475
std::unordered_map,0.032675,0.035079,0.045768,0.060870,0.098518,0.074651,0.091161,0.089594,0.133331,0.108433,0.179446,0.214166,0.143960,0.231199,0.206679,0.208137,0.241636,0.214022,0.252490,0.283149
