mapa,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,19908
hashing_abierto,0.023999,0.104587,0.089661,0.169961,0.093906,0.200796,0.242373,0.243807,0.303714,0.118769,0.233849,0.189961,0.147575,0.083528,0.179595,0.136272,0.217487,0.108824,0.100786,0.172971
hashing_cerrado_lineal,0.051975,0.104018,0.086942,0.075328,0.117022,0.121613,0.124319,0.019298,0.064897,0.086480,0.343012,0.021937,0.073734,0.082444,0.192569,0.142022,0.246830,0.253307,0.300738,0.316837
hashing_cerrado_cuadratico,0.034320,0.082093,0.093335,0.094062,0.137143,0.166744,0.075090,0.063891,0.084205,0.118003,0.146899,0.239967,0.212849,0.264732,0.325884,0.327251,0.425223,0.208010,0.214519,0.280465
hashing_cerrado_doble,0.034229,0.070278,0.139901,0.168364,0.166703,0.081980,0.142856,0.305196,0.291709,0.305288,0.301359,0.211203,0.215494,0.178231,0.060991,0.062421,0.183558,0.193787,0.078612,0.154396
std::unordered_map,0.001633,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
